,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,number_roaches,result,race,difficulty
1,1100,17,0,700,300,0,0,0,0,0,0,50,0,22,1,protoss,hard
2,1125,37,0,700,300,0,0,25,0,176,0,50,0,22,1,protoss,hard
3,1160,54,0,700,300,0,0,60,0,347,0,100,0,22,1,protoss,hard
4,1220,69,0,750,300,0,0,120,0,671,0,100,0,22,1,protoss,hard
5,1250,84,0,750,300,0,0,150,0,727,0,100,0,22,1,protoss,hard
6,1260,102,0,800,300,0,0,185,0,699,0,125,0,22,1,protoss,hard
7,1335,122,0,800,300,0,0,235,0,643,0,175,0,22,1,protoss,hard
8,1370,137,0,800,300,0,0,270,0,671,0,175,0,22,1,protoss,hard
9,1415,152,0,800,300,0,0,315,0,727,0,175,0,22,1,protoss,hard
10,1270,167,0,800,300,0,0,370,0,727,0,375,0,22,1,protoss,hard
11,1505,184,0,850,300,0,0,405,0,755,0,425,0,22,1,protoss,hard
12,1540,199,0,850,300,0,0,440,0,699,0,425,0,22,1,protoss,hard
13,1585,214,0,850,325,0,0,485,0,671,0,425,0,22,1,protoss,hard
14,1615,232,0,900,325,0,0,515,0,615,0,425,0,22,1,protoss,hard
15,1673,252,0,900,325,0,0,565,8,699,44,425,0,22,1,protoss,hard
16,1716,272,0,900,325,0,0,600,16,643,89,425,0,22,1,protoss,hard
17,1764,292,0,900,325,0,0,640,24,671,134,425,0,22,1,protoss,hard
18,1517,312,0,900,325,0,0,685,32,671,134,725,0,22,1,protoss,hard
19,1565,332,0,900,325,0,0,725,40,699,134,725,0,22,1,protoss,hard
20,1608,352,0,900,325,0,0,760,48,699,134,800,0,22,1,protoss,hard
21,1942,367,0,900,325,0,0,790,52,587,111,800,0,22,1,protoss,hard
22,1985,377,0,900,325,0,0,825,60,559,111,850,0,22,1,protoss,hard
23,2023,388,0,900,325,0,0,855,68,531,111,850,0,22,1,protoss,hard
24,2076,406,0,950,525,0,0,900,76,615,134,850,0,22,1,protoss,hard
25,2110,426,0,1000,525,0,0,930,80,587,111,850,0,22,1,protoss,hard
26,2148,447,0,1000,550,0,0,960,88,587,111,850,0,22,1,protoss,hard
27,2196,472,0,1000,550,0,0,1000,96,559,111,850,0,22,1,protoss,hard
28,2247,497,0,1000,550,0,0,1035,112,587,179,850,0,22,1,protoss,hard
29,2293,522,0,1000,550,0,0,1065,128,587,223,850,0,22,1,protoss,hard
30,2339,547,0,1000,550,0,0,1095,144,531,268,850,0,22,1,protoss,hard
31,2090,572,0,1000,550,0,0,1130,160,531,268,1150,0,22,1,protoss,hard
32,2427,595,0,1000,550,0,0,1155,172,503,223,1200,0,22,1,protoss,hard
33,2479,615,0,1000,550,0,0,1195,184,559,223,1200,0,22,1,protoss,hard
34,2520,635,0,1000,550,0,0,1220,200,503,223,1200,0,22,1,protoss,hard
35,2561,657,0,1050,550,0,0,1245,216,503,268,1200,0,22,1,protoss,hard
36,2613,682,0,1050,550,0,0,1285,228,503,246,1200,0,22,1,protoss,hard
37,2664,707,0,1050,550,0,0,1320,244,559,246,1200,0,22,1,protoss,hard
38,2706,732,0,1050,550,0,0,1350,256,559,223,1200,0,22,1,protoss,hard
39,2757,757,0,1050,550,0,0,1385,272,531,246,1200,0,22,1,protoss,hard
40,2808,782,0,1050,550,0,0,1420,288,559,246,1200,0,22,1,protoss,hard
41,2854,813,0,1050,850,0,0,1450,304,587,268,1200,0,22,1,protoss,hard
42,2905,832,0,1050,850,0,0,1485,320,587,268,1400,0,22,1,protoss,hard
43,2952,847,0,1050,850,0,0,1520,332,559,223,1400,0,22,1,protoss,hard
44,2994,864,0,1050,850,0,0,1550,344,559,223,1450,0,22,1,protoss,hard
45,3045,879,0,1250,850,0,0,1585,360,559,223,1500,0,22,1,protoss,hard
46,3096,894,5,1250,850,0,0,1620,376,559,268,1500,0,22,1,protoss,hard
47,3153,912,10,1250,850,0,0,1665,388,643,246,1500,0,22,1,protoss,hard
48,3209,937,20,1350,850,0,0,1705,404,671,246,1500,0,22,1,protoss,hard
49,3256,962,30,1350,850,0,0,1740,416,671,223,1500,0,22,1,protoss,hard
50,3327,990,40,1350,850,0,0,1795,432,727,246,1500,0,22,1,protoss,hard
51,3398,1025,50,1350,850,0,0,1850,448,811,246,1500,0,22,1,protoss,hard
52,3449,1063,60,1350,1150,0,0,1885,464,811,268,1650,0,22,1,protoss,hard
53,3515,1089,70,1350,1150,0,0,1935,480,783,268,1850,0,22,1,protoss,hard
54,3572,1109,80,1350,1150,0,0,1980,492,699,223,1900,0,22,1,protoss,hard
55,3639,1129,90,1400,1150,0,0,2035,504,839,223,2000,0,22,1,protoss,hard
56,3705,1152,105,1600,1150,0,0,2085,520,811,223,2000,0,22,1,protoss,hard
57,3611,1182,130,1650,1150,0,0,2125,536,839,268,2150,0,22,1,protoss,hard
58,3673,1215,155,1750,1150,0,0,2175,548,755,246,2150,0,22,1,protoss,hard
59,3894,1253,180,1750,1150,0,0,2230,564,839,246,2150,0,22,1,protoss,hard
60,3961,1294,205,1850,1150,0,0,2285,576,839,223,2200,0,22,1,protoss,hard
61,4017,1337,230,1850,1150,0,0,2325,592,867,246,2200,0,22,1,protoss,hard
62,4093,1385,255,1850,1150,0,0,2385,608,867,246,2200,0,22,1,protoss,hard
63,4154,1440,280,1900,1150,0,0,2430,624,867,268,2200,0,22,1,protoss,hard
64,4215,1498,305,1900,1150,0,0,2475,640,839,268,2200,0,22,1,protoss,hard
65,4297,1558,330,1900,1150,0,0,2545,652,867,223,2200,0,22,1,protoss,hard
66,4359,1623,355,1900,1150,0,0,2595,664,923,223,2200,0,22,1,protoss,hard
67,4420,1688,380,1900,1150,0,0,2640,680,923,223,2200,0,22,1,protoss,hard
68,4501,1753,405,1900,1150,0,0,2705,696,923,268,2200,0,22,1,protoss,hard
69,4568,1818,430,1900,1150,0,0,2760,708,923,246,2200,0,22,1,protoss,hard
70,4639,1883,455,1900,1300,0,0,2815,724,951,246,2200,0,22,1,protoss,hard
71,4716,1944,480,1900,1300,0,0,2880,736,979,223,2450,50,22,1,protoss,hard
72,4787,1998,505,1900,1300,0,0,2935,752,979,246,2600,100,22,1,protoss,hard
73,4853,2038,530,1900,1300,0,0,2985,768,979,246,2750,150,22,1,protoss,hard
74,4934,2074,555,1900,1300,0,0,3050,784,951,268,2925,175,22,1,protoss,hard
75,5010,2109,580,1900,1300,0,0,3110,800,979,268,3000,200,22,1,protoss,hard
76,5072,2144,605,2200,1300,0,0,3160,812,979,223,3075,225,22,1,protoss,hard
77,5144,2178,630,2200,1300,0,0,3220,824,951,223,3250,250,22,1,protoss,hard
78,5205,2213,655,2500,1300,0,0,3265,840,867,223,3250,250,22,1,protoss,hard
79,5281,2245,680,2800,1300,0,0,3325,856,923,268,3325,275,22,1,protoss,hard
80,5358,2281,705,2900,1300,0,0,3390,868,951,246,3400,300,22,1,protoss,hard
81,5424,2319,730,2900,1300,0,0,3440,884,979,246,3475,325,22,1,protoss,hard
82,5496,2354,755,3200,1300,0,0,3500,896,951,223,3475,325,22,1,protoss,hard
83,5577,2394,780,3200,1300,0,0,3565,912,951,246,3550,350,22,1,protoss,hard
84,5638,2439,805,3300,1300,0,0,3610,928,951,246,3550,350,22,1,protoss,hard
85,5719,2479,830,3400,1300,0,0,3675,944,1007,268,3650,350,22,1,protoss,hard
86,5795,2523,855,3400,1300,0,0,3735,960,979,268,3725,375,22,1,protoss,hard
87,5857,2573,880,3500,1300,0,0,3785,972,979,223,3725,375,22,1,protoss,hard
88,5924,2622,905,3600,1300,0,0,3840,984,923,223,3800,400,22,1,protoss,hard
89,5995,2675,930,3600,1300,0,0,3895,1000,895,223,3800,400,22,1,protoss,hard
90,6076,2735,955,3700,1300,0,0,3960,1016,951,268,3800,400,22,1,protoss,hard
91,6143,2795,980,3800,1300,0,0,4015,1028,979,246,3800,400,22,1,protoss,hard
92,6209,2858,1005,3800,1300,0,0,4065,1044,951,246,3950,450,22,1,protoss,hard
93,6281,2918,1030,3800,1300,0,0,4125,1056,951,223,3950,450,22,1,protoss,hard
94,6357,2978,1055,3900,1300,0,0,4185,1072,951,246,3950,450,22,1,protoss,hard
95,6428,3043,1080,3900,1300,0,0,4240,1088,979,246,3950,450,22,1,protoss,hard
96,6499,3109,1105,3900,1300,0,0,4295,1104,923,268,4050,450,22,1,protoss,hard
97,6575,3174,1130,4000,1300,0,0,4355,1120,923,268,4050,450,22,1,protoss,hard
98,6642,3239,1155,4100,1300,0,0,4410,1132,951,223,4050,450,22,1,protoss,hard
99,6709,3308,1180,4100,1300,0,0,4465,1144,979,223,4050,450,22,1,protoss,hard
100,6790,3378,1205,4100,1300,0,0,4530,1160,1007,223,4050,450,22,1,protoss,hard
101,6856,3448,1230,4200,1300,0,0,4580,1176,951,268,4050,450,22,1,protoss,hard
102,6923,3515,1255,4200,1300,0,0,4635,1188,951,246,4125,475,22,1,protoss,hard
103,6999,3576,1280,4200,1300,0,0,4695,1204,923,246,4200,500,22,1,protoss,hard
104,7066,3636,1305,4200,1300,0,0,4750,1216,951,223,4200,500,22,1,protoss,hard
105,7137,3699,1330,4200,1300,0,0,4805,1232,951,246,4200,500,22,1,protoss,hard
106,7218,3760,1355,4200,1300,0,0,4870,1248,951,246,4350,550,22,1,protoss,hard
107,7284,3811,1380,4300,1300,0,0,4920,1264,951,268,4450,550,22,1,protoss,hard
108,7360,3863,1405,4400,1300,0,0,4980,1280,951,268,4525,575,22,1,protoss,hard
109,7427,3912,1428,4400,1300,0,0,5035,1292,951,223,4600,600,22,1,protoss,hard
110,7499,3962,1449,4400,1300,150,0,5095,1304,979,223,4600,600,22,1,protoss,hard
111,7565,4008,1474,4500,1300,150,0,5145,1320,951,223,4750,650,22,1,protoss,hard
112,7546,4058,1499,4700,1300,450,0,5210,1336,979,268,4750,650,22,1,protoss,hard
113,7108,4107,1524,4700,1300,650,0,5260,1348,923,246,4825,675,22,1,protoss,hard
114,7079,4159,1549,4900,1300,750,0,5315,1364,923,246,4825,675,22,1,protoss,hard
115,7156,4217,1574,4900,1300,750,0,5380,1376,923,223,4900,700,22,1,protoss,hard
116,7227,4270,1599,5100,1300,750,0,5435,1392,979,246,4975,725,22,1,protoss,hard
117,7298,4324,1624,5100,1300,750,0,5490,1408,1007,246,4975,725,22,1,protoss,hard
118,7374,4384,1649,5100,1300,750,0,5550,1424,979,268,4975,725,22,1,protoss,hard
119,7445,4444,1674,5200,1300,750,0,5605,1440,951,268,4975,725,22,1,protoss,hard
120,7517,4507,1699,5300,1300,750,0,5665,1452,979,223,5050,750,22,1,protoss,hard
121,7589,4572,1724,5400,1300,750,0,5725,1464,979,223,5050,750,22,1,protoss,hard
122,7660,4637,1749,5400,1300,750,0,5780,1480,979,223,5050,750,22,1,protoss,hard
123,7731,4700,1774,5400,1300,750,0,5835,1496,951,268,5125,775,22,1,protoss,hard
124,7803,4760,1799,5400,1300,750,0,5895,1508,923,246,5200,800,22,1,protoss,hard
125,7879,4819,1824,5400,1300,750,0,5955,1524,979,246,5275,825,22,1,protoss,hard
126,7941,4874,1849,5500,1300,750,0,6005,1536,951,223,5275,825,22,1,protoss,hard
127,8012,4934,1874,5500,1300,800,0,6060,1552,951,246,5275,825,22,1,protoss,hard
128,8078,4996,1899,5600,1300,800,0,6110,1568,867,246,5275,825,22,1,protoss,hard
129,8159,5061,1924,5700,1300,800,0,6175,1584,923,268,5275,825,22,1,protoss,hard
130,8235,5125,1949,5700,1300,900,0,6235,1600,979,268,5450,850,22,1,protoss,hard
131,8197,5185,1974,5800,1300,1050,0,6285,1612,979,223,5450,850,22,1,protoss,hard
132,7869,5245,1999,5800,1300,1350,0,6345,1624,979,223,5450,850,22,1,protoss,hard
133,7645,5307,2024,5800,1300,1450,0,6405,1640,951,223,5525,875,22,1,protoss,hard
134,7511,5366,2049,5800,1300,1700,0,6455,1656,951,268,5675,925,22,1,protoss,hard
135,7388,5416,2074,6000,1300,2025,0,6520,1668,979,246,5750,950,22,1,protoss,hard
136,7264,5467,2099,6000,1300,2250,0,6580,1684,979,246,5825,975,22,1,protoss,hard
137,7321,5522,2124,6000,1300,2625,0,6625,1696,951,223,5825,975,22,1,protoss,hard
138,7292,5573,2149,6100,1300,2975,0,6680,1712,867,246,5900,1000,22,1,protoss,hard
139,7258,5628,2174,6200,1300,3025,0,6730,1728,783,246,6050,1050,22,1,protoss,hard
140,7229,5678,2199,6400,1300,3075,0,6785,1744,867,268,6050,1050,22,1,protoss,hard
141,7290,5732,2224,6500,1300,3225,0,6830,1760,867,268,6050,1050,22,1,protoss,hard
142,7247,5786,2249,6500,1300,3225,0,6875,1772,867,223,6200,1100,22,1,protoss,hard
143,7199,5841,2274,6600,1300,3225,0,6915,1784,755,223,6200,1100,22,1,protoss,hard
144,7165,5896,2299,6700,1300,3650,0,6965,1800,755,223,6275,1125,22,1,protoss,hard
145,7216,5952,2324,6800,1300,3650,0,7000,1816,699,268,6350,1150,22,1,protoss,hard
146,7078,6011,2349,6800,1300,4100,0,7050,1828,755,246,6425,1175,22,1,protoss,hard
147,7034,6066,2374,7000,1300,4225,0,7090,1844,699,246,6425,1175,22,1,protoss,hard
148,6996,6124,2399,7000,1300,4225,0,7140,1856,755,223,6500,1200,22,1,protoss,hard
149,6947,6179,2424,7100,1300,4225,0,7175,1872,699,246,6575,1225,22,1,protoss,hard
150,7008,6231,2449,7200,1300,4225,0,7220,1888,699,246,6650,1250,22,1,protoss,hard
151,7064,6283,2474,7200,1300,4275,0,7260,1904,699,268,6725,1275,22,1,protoss,hard
152,7015,6338,2499,7300,1300,4275,0,7295,1920,643,268,6725,1275,22,1,protoss,hard
153,7062,6394,2524,7400,1300,4275,0,7330,1932,643,223,6800,1300,22,1,protoss,hard
154,7104,6454,2549,7500,1300,4275,0,7360,1944,559,223,6800,1300,22,1,protoss,hard
155,7160,6519,2574,7600,1300,4275,0,7400,1960,615,223,6800,1300,22,1,protoss,hard
156,7211,6580,2599,7700,1300,4275,0,7435,1976,559,268,6875,1325,22,1,protoss,hard
157,7258,6634,2624,7700,1300,4275,0,7470,1988,615,246,7025,1375,22,1,protoss,hard
158,7304,6689,2649,7800,1300,4275,0,7500,2004,559,246,7025,1375,22,1,protoss,hard
159,7356,6743,2674,7800,1300,4275,0,7540,2016,615,223,7100,1400,22,1,protoss,hard
160,7402,6794,2699,7800,1300,4275,0,7570,2032,559,246,7250,1450,22,1,protoss,hard
161,7458,6844,2724,7900,1300,4275,0,7610,2048,615,246,7250,1450,22,1,protoss,hard
162,7504,6898,2749,8100,1300,4275,0,7640,2064,559,268,7250,1450,22,1,protoss,hard
163,7560,6958,2774,8100,1300,4325,0,7680,2080,615,268,7250,1450,22,1,protoss,hard
164,7602,7015,2796,8200,1300,4325,0,7710,2092,559,223,7325,1475,22,1,protoss,hard
165,7654,7074,2819,8400,1300,4325,0,7750,2104,615,223,7325,1475,22,1,protoss,hard
166,7700,7134,2844,8400,1300,4325,0,7780,2120,559,223,7325,1475,22,1,protoss,hard
167,7756,7191,2869,8400,1300,4325,0,7820,2136,615,268,7400,1500,22,1,protoss,hard
168,7798,7250,2894,8400,1300,4425,0,7850,2148,559,246,7400,1500,22,1,protoss,hard
169,7854,7310,2919,8500,1300,4475,0,7890,2164,615,246,7400,1500,22,1,protoss,hard
170,7896,7373,2944,8500,1300,4475,0,7920,2176,559,223,7400,1500,22,1,protoss,hard
171,7952,7442,2969,8500,1300,4475,0,7960,2192,615,246,7400,1500,22,1,protoss,hard
172,7898,7512,2994,8600,1300,4600,0,7990,2208,559,246,7400,1500,22,1,protoss,hard
173,7949,7582,3019,8600,1300,5000,0,8025,2224,559,268,7400,1500,22,1,protoss,hard
174,8000,7652,3044,8600,1300,5250,0,8060,2240,559,268,7400,1500,22,1,protoss,hard
175,8052,7718,3069,8600,1300,5500,0,8100,2252,587,223,7475,1525,22,1,protoss,hard
176,8094,7783,3094,8600,1300,5600,250,8130,2264,615,223,7475,1525,22,1,protoss,hard
177,8140,7848,3119,8600,1300,5650,575,8160,2280,559,223,7475,1525,22,1,protoss,hard
178,8196,7917,3144,8600,1300,5650,650,8200,2296,587,268,7475,1525,22,1,protoss,hard
179,8238,7987,3169,8600,1300,5650,750,8230,2308,559,246,7475,1525,22,1,protoss,hard
180,8294,8057,3194,8700,1300,5650,750,8270,2324,615,246,7475,1525,22,1,protoss,hard
181,8336,8127,3219,8700,1300,5700,750,8300,2336,559,223,7475,1525,22,1,protoss,hard
182,8392,8197,3244,8700,1300,5850,750,8340,2352,615,246,7475,1525,22,1,protoss,hard
183,8438,8265,3269,8700,1300,6050,850,8370,2368,559,246,7550,1550,22,1,protoss,hard
184,8494,8330,3294,8700,1300,6150,1000,8410,2384,615,268,7550,1550,22,1,protoss,hard
185,8540,8395,3319,8700,1300,6150,1250,8440,2400,559,268,7550,1550,22,1,protoss,hard
186,8592,8462,3344,8700,1300,6425,1350,8480,2412,615,223,7550,1550,22,1,protoss,hard
187,8634,8532,3369,8700,1300,6425,1350,8510,2424,559,223,7550,1550,22,1,protoss,hard
188,8690,8602,3394,8700,1300,6425,1425,8550,2440,615,223,7550,1550,22,1,protoss,hard
189,8736,8670,3419,8800,1300,6425,1925,8580,2456,559,268,7700,1600,22,1,protoss,hard
190,8788,8727,3444,8800,1300,6775,2000,8620,2468,615,246,7800,1600,22,1,protoss,hard
191,8834,8782,3469,8800,1300,6825,2000,8650,2484,559,246,7800,1600,22,1,protoss,hard
192,8886,8839,3494,8800,1300,6825,2000,8690,2496,615,223,7800,1600,22,1,protoss,hard
193,8932,8903,3519,8800,1300,6825,2000,8720,2512,559,246,7875,1625,22,1,protoss,hard
194,8988,8963,3544,8800,1300,6825,2425,8760,2528,615,246,7875,1625,22,1,protoss,hard
195,9034,9023,3569,9100,1300,6825,2425,8790,2544,559,268,7950,1650,22,1,protoss,hard
196,9085,9082,3594,9100,1300,6825,2425,8825,2560,559,268,8025,1675,22,1,protoss,hard
197,9132,9137,3619,9100,1300,6825,2425,8860,2572,559,223,8025,1675,22,1,protoss,hard
198,9184,9195,3644,9100,1300,7050,2425,8900,2584,587,223,8025,1675,22,1,protoss,hard
199,9230,9261,3669,9200,1300,7050,2425,8930,2600,615,223,8025,1675,22,1,protoss,hard
200,9276,9331,3694,9200,1300,7100,2425,8960,2616,559,268,8025,1675,22,1,protoss,hard
201,9328,9401,3719,9300,1300,7100,2425,9000,2628,587,246,8025,1675,22,1,protoss,hard
202,9374,9468,3744,9400,1300,7100,2425,9030,2644,559,246,8100,1700,22,1,protoss,hard
203,9426,9533,3769,9400,1300,7100,2425,9070,2656,615,223,8100,1700,22,1,protoss,hard
204,9472,9598,3794,9400,1300,7100,2550,9100,2672,559,246,8100,1700,22,1,protoss,hard
205,9528,9666,3819,9400,1300,7100,2550,9140,2688,615,246,8100,1700,22,1,protoss,hard
206,9574,9736,3844,9400,1300,7100,2550,9170,2704,559,268,8100,1700,22,1,protoss,hard
207,9630,9806,3869,9500,1300,7100,2625,9210,2720,615,268,8100,1700,22,1,protoss,hard
208,9672,9876,3894,9500,1300,7150,3175,9240,2732,559,223,8100,1700,22,1,protoss,hard
209,9724,9946,3919,9500,1300,7250,3325,9280,2744,615,223,8100,1700,22,1,protoss,hard
210,9770,10014,3944,9500,1300,7300,3325,9310,2760,559,223,8200,1700,22,1,protoss,hard
211,9826,10079,3969,9500,1300,7300,3500,9350,2776,615,268,8200,1700,22,1,protoss,hard
212,9868,10143,3994,9500,1300,7300,3800,9380,2788,559,246,8275,1725,22,1,protoss,hard
213,9924,10204,4019,9500,1300,7300,3800,9420,2804,615,246,8275,1725,22,1,protoss,hard
214,9966,10269,4044,9500,1300,7350,3875,9450,2816,559,223,8275,1725,22,1,protoss,hard
